Name,Year,Month,Total,Average,Maximum,Longitude,Latitude,Elevation,Month_help
Bern_Zollikofen,1994,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1994,December,0,0,0,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,1995,January,14,2.35483870967742,8,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,1995,February,1,0.0357142857142857,1,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,1995,March,2,0.0645161290322581,2,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,1995,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,1995,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,1995,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,1995,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,1995,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,1995,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,1995,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,1995,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1995,December,33,3.19354838709677,20,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,1996,January,0,0.548387096774194,11,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,1996,February,19,1.13793103448276,6,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,1996,March,2,0.0645161290322581,2,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,1996,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,1996,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,1996,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,1996,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,1996,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,1996,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,1996,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,1996,November,24,1.6,22,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1996,December,12,0.935483870967742,12,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,1997,January,8,4.19354838709677,17,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,1997,February,0,0,0,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,1997,March,0,0,0,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,1997,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,1997,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,1997,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,1997,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,1997,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,1997,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,1997,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,1997,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1997,December,3,0.516129032258065,4,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,1998,January,7,1.80645161290323,7,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,1998,February,1,0.5,4,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,1998,March,9,0.451612903225806,9,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,1998,April,6,0.2,6,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,1998,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,1998,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,1998,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,1998,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,1998,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,1998,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,1998,November,11,0.533333333333333,6,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1998,December,21,3.09677419354839,12,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,1999,January,10,1.45161290322581,7,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,1999,February,53,9.32142857142857,26,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,1999,March,1,0.032258064516129,1,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,1999,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,1999,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,1999,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,1999,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,1999,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,1999,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,1999,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,1999,November,10,1.76666666666667,10,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,1999,December,28,2,13,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2000,January,6,1.45161290322581,9,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2000,February,1,0.0344827586206897,1,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2000,March,0,0,0,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2000,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2000,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2000,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2000,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2000,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2000,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2000,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2000,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2000,December,0,0,0,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2001,January,1,0.032258064516129,1,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2001,February,2,0.142857142857143,2,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2001,March,10,0.645161290322581,10,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2001,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2001,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2001,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2001,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2001,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2001,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2001,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2001,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2001,December,5,0.483870967741936,5,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2002,January,0,0,0,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2002,February,0,0,0,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2002,March,1,0.032258064516129,1,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2002,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2002,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2002,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2002,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2002,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2002,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2002,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2002,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2002,December,0,0,0,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2003,January,10,0.387096774193548,7,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2003,February,10,1.35714285714286,9,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2003,March,0,0,0,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2003,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2003,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2003,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2003,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2003,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2003,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2003,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2003,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2003,December,4,0.387096774193548,2,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2004,January,31,3.16129032258065,15,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2004,February,12,1.37931034482759,8,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2004,March,4,0.258064516129032,4,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2004,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2004,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2004,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2004,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2004,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2004,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2004,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2004,November,7,0.233333333333333,5,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2004,December,17,1.03225806451613,11,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2005,January,29,4.19354838709677,16,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2005,February,29,9.46428571428571,16,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2005,March,13,3.74193548387097,15,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2005,April,6,0.2,5,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2005,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2005,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2005,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2005,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2005,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2005,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2005,November,11,1.17241379310345,9,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2005,December,19,1.48387096774194,7,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2006,January,8,2.29032258064516,9,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2006,February,3,0.5,1,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2006,March,31,2.58064516129032,18,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2006,April,4,0.133333333333333,3,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2006,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2006,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2006,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2006,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2006,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2006,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2006,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2006,December,1,0.032258064516129,1,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2007,January,7,1.03225806451613,7,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2007,February,0,0,0,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2007,March,18,0.806451612903226,13,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2007,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2007,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2007,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2007,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2007,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2007,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2007,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2007,November,8,0.6,8,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2007,December,0,0,0,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2008,January,0,0,0,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2008,February,1,0.0344827586206897,1,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2008,March,17,0.903225806451613,14,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2008,April,3,0.1,2,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2008,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2008,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2008,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2008,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2008,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2008,October,2,0.0645161290322581,2,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2008,November,8,0.866666666666667,8,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2008,December,50,10.0322580645161,38,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2009,January,3,9.35483870967742,14,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2009,February,27,7.89285714285714,18,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2009,March,8,1.16129032258065,9,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2009,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2009,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2009,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2009,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2009,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2009,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2009,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2009,November,2,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2009,December,8,1.32258064516129,8,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2010,January,29,5.45161290322581,11,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2010,February,12,8.32142857142857,15,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2010,March,6,0.161290322580645,2,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2010,April,0,0.0666666666666667,2,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2010,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2010,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2010,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2010,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2010,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2010,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2010,November,29,2.3,19,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2010,December,57,11.0645161290323,40,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2011,January,6,1.2258064516129,5,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2011,February,1,0.0357142857142857,1,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2011,March,0,0,0,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2011,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2011,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2011,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2011,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2011,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2011,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2011,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2011,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2011,December,24,2.25806451612903,19,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2012,January,10,0.366666666666667,4,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2012,February,10,4.58620689655172,10,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2012,March,0,0,0,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2012,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2012,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2012,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2012,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2012,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2012,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2012,October,12,0.741935483870968,11,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2012,November,1,0.0666666666666667,1,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2012,December,39,7.58064516129032,27,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2013,January,13,1.58064516129032,4,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2013,February,39,6,17,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2013,March,16,0.548387096774194,3,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2013,April,2,0.0666666666666667,2,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2013,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2013,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2013,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2013,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2013,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2013,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2013,November,18,0.833333333333333,13,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2013,December,0,0.451612903225806,3,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2014,January,0,0,0,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2014,February,4,0.142857142857143,2,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2014,March,2,0.0645161290322581,2,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2014,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2014,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2014,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2014,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2014,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2014,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2014,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2014,November,0,0,0,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2014,December,21,1.93548387096774,19,7.4640426089328,46.9907397359376,552,6
Bern_Zollikofen,2015,January,35,3.87096774193548,19,7.4640426089328,46.9907397359376,552,7
Bern_Zollikofen,2015,February,16,4.71428571428571,13,7.4640426089328,46.9907397359376,552,8
Bern_Zollikofen,2015,March,0,0.0645161290322581,2,7.4640426089328,46.9907397359376,552,9
Bern_Zollikofen,2015,April,0,0,0,7.4640426089328,46.9907397359376,552,10
Bern_Zollikofen,2015,May,0,0,0,7.4640426089328,46.9907397359376,552,11
Bern_Zollikofen,2015,June,0,0,0,7.4640426089328,46.9907397359376,552,12
Bern_Zollikofen,2015,July,0,0,0,7.4640426089328,46.9907397359376,552,1
Bern_Zollikofen,2015,August,0,0,0,7.4640426089328,46.9907397359376,552,2
Bern_Zollikofen,2015,September,0,0,0,7.4640426089328,46.9907397359376,552,3
Bern_Zollikofen,2015,October,0,0,0,7.4640426089328,46.9907397359376,552,4
Bern_Zollikofen,2015,November,3,0.1,3,7.4640426089328,46.9907397359376,552,5
Bern_Zollikofen,2015,December,0,0,0,7.4640426089328,46.9907397359376,552,6
Buchs_Aarau,1970,January,8,4.54838709677419,8,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1970,February,59,5.39285714285714,19,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1970,March,27,6.61290322580645,20,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1970,April,16,0.733333333333333,8,8.07952700580808,47.3843757260236,386,10
Buchs_Aarau,1970,May,0,0,0,8.07952700580808,47.3843757260236,386,11
Buchs_Aarau,1970,June,0,0,0,8.07952700580808,47.3843757260236,386,12
Buchs_Aarau,1970,July,0,0,0,8.07952700580808,47.3843757260236,386,1
Buchs_Aarau,1970,August,0,0,0,8.07952700580808,47.3843757260236,386,2
Buchs_Aarau,1970,September,0,0,0,8.07952700580808,47.3843757260236,386,3
Buchs_Aarau,1970,October,0,0,0,8.07952700580808,47.3843757260236,386,4
Buchs_Aarau,1970,November,0,0,0,8.07952700580808,47.3843757260236,386,5
Buchs_Aarau,1970,December,8,0.354838709677419,4,8.07952700580808,47.3843757260236,386,6
Buchs_Aarau,1971,January,0,4.54838709677419,16,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1971,February,7,0.392857142857143,4,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1971,March,6,0.225806451612903,3,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1971,April,0,0,0,8.07952700580808,47.3843757260236,386,10
Buchs_Aarau,1971,May,0,0,0,8.07952700580808,47.3843757260236,386,11
Buchs_Aarau,1971,June,0,0,0,8.07952700580808,47.3843757260236,386,12
Buchs_Aarau,1971,July,0,0,0,8.07952700580808,47.3843757260236,386,1
Buchs_Aarau,1971,August,0,0,0,8.07952700580808,47.3843757260236,386,2
Buchs_Aarau,1971,September,0,0,0,8.07952700580808,47.3843757260236,386,3
Buchs_Aarau,1971,October,0,0,0,8.07952700580808,47.3843757260236,386,4
Buchs_Aarau,1971,November,20,2.16666666666667,14,8.07952700580808,47.3843757260236,386,5
Buchs_Aarau,1971,December,4,0.32258064516129,4,8.07952700580808,47.3843757260236,386,6
Buchs_Aarau,1972,January,24,3,13,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1972,February,0,1.6551724137931,12,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1972,March,0,0,0,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1972,April,0,0,0,8.07952700580808,47.3843757260236,386,10
Buchs_Aarau,1972,May,0,0,0,8.07952700580808,47.3843757260236,386,11
Buchs_Aarau,1972,June,0,0,0,8.07952700580808,47.3843757260236,386,12
Buchs_Aarau,1972,July,0,0,0,8.07952700580808,47.3843757260236,386,1
Buchs_Aarau,1972,August,0,0,0,8.07952700580808,47.3843757260236,386,2
Buchs_Aarau,1972,September,0,0,0,8.07952700580808,47.3843757260236,386,3
Buchs_Aarau,1972,October,0,0,0,8.07952700580808,47.3843757260236,386,4
Buchs_Aarau,1972,November,5,0.166666666666667,4,8.07952700580808,47.3843757260236,386,5
Buchs_Aarau,1972,December,1,0.032258064516129,1,8.07952700580808,47.3843757260236,386,6
Buchs_Aarau,1973,January,8,0.612903225806452,6,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1973,February,37,4.14285714285714,18,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1973,March,5,0.580645161290323,4,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1973,April,8,0.366666666666667,6,8.07952700580808,47.3843757260236,386,10
Buchs_Aarau,1973,May,0,0,0,8.07952700580808,47.3843757260236,386,11
Buchs_Aarau,1973,June,0,0,0,8.07952700580808,47.3843757260236,386,12
Buchs_Aarau,1973,July,0,0,0,8.07952700580808,47.3843757260236,386,1
Buchs_Aarau,1973,August,0,0,0,8.07952700580808,47.3843757260236,386,2
Buchs_Aarau,1973,September,0,0,0,8.07952700580808,47.3843757260236,386,3
Buchs_Aarau,1973,October,0,0,0,8.07952700580808,47.3843757260236,386,4
Buchs_Aarau,1973,November,23,0.633333333333333,12,8.07952700580808,47.3843757260236,386,5
Buchs_Aarau,1973,December,11,3.45161290322581,20,8.07952700580808,47.3843757260236,386,6
Buchs_Aarau,1974,January,1,0.032258064516129,1,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1974,February,9,0.392857142857143,7,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1974,March,1,0.032258064516129,1,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1974,April,0,0,0,8.07952700580808,47.3843757260236,386,10
Buchs_Aarau,1974,May,0,0,0,8.07952700580808,47.3843757260236,386,11
Buchs_Aarau,1974,June,0,0,0,8.07952700580808,47.3843757260236,386,12
Buchs_Aarau,1974,July,0,0,0,8.07952700580808,47.3843757260236,386,1
Buchs_Aarau,1974,August,0,0,0,8.07952700580808,47.3843757260236,386,2
Buchs_Aarau,1974,September,0,0,0,8.07952700580808,47.3843757260236,386,3
Buchs_Aarau,1974,October,3,0.0967741935483871,2,8.07952700580808,47.3843757260236,386,4
Buchs_Aarau,1974,November,1,0.0333333333333333,1,8.07952700580808,47.3843757260236,386,5
Buchs_Aarau,1974,December,5,0.225806451612903,2,8.07952700580808,47.3843757260236,386,6
Buchs_Aarau,1975,January,0,0,0,8.07952700580808,47.3843757260236,386,7
Buchs_Aarau,1975,February,0,0,0,8.07952700580808,47.3843757260236,386,8
Buchs_Aarau,1975,March,20,0.967741935483871,10,8.07952700580808,47.3843757260236,386,9
Buchs_Aarau,1975,April,6,0.2,2,8.07952700580808,47.3843757260236,386,10
